4347 Id2(solute)	Id1(solvent)	T (K)	γ2͚ Exp	Solute	Solvent
96140	75058	298.2	20.4	3-Methylpentane	Acetonitrile
100414	75058	298.2	5.6	Ethylbenzene	Acetonitrile
100414	75058	298.2	5.59	Ethylbenzene	Acetonitrile
104518	75058	298.2	11.1	N-Butylbenzene	Acetonitrile
104518	75058	298.2	11.1	N-Butylbenzene	Acetonitrile
107062	75058	333.2	1.52	1,2-Dichloroethane	Acetonitrile
107835	75058	298.2	25.22	2-Methylpentane	Acetonitrile
107835	75058	298.2	21.9	2-Methylpentane	Acetonitrile
108087	75058	298.2	33.61	2,4-Dimethylpentane	Acetonitrile
108883	75058	293.2	4.45	Toluene	Acetonitrile
108883	75058	298.2	4.3	Toluene	Acetonitrile
108883	75058	298.2	4.23	Toluene	Acetonitrile
108883	75058	298.2	4.03	Toluene	Acetonitrile
108883	75058	343.2	3.59	Toluene	Acetonitrile
108883	75058	393.2	3.08	Toluene	Acetonitrile
108907	75058	293.2	4.32	Chlorobenzene	Acetonitrile
108907	75058	328.2	4.15	Chlorobenzene	Acetonitrile
108907	75058	343.2	3.66	Chlorobenzene	Acetonitrile
108907	75058	393.2	3.16	Chlorobenzene	Acetonitrile
109660	75058	293.2	26.92	pentane	Acetonitrile
109660	75058	298.2	17.2	pentane	Acetonitrile
109660	75058	298.2	17.04	pentane	Acetonitrile
109660	75058	313.2	21.25	pentane	Acetonitrile
109671	75058	293.2	13.8	1-Pentene	Acetonitrile
109671	75058	298.2	6.08	1-Pentene	Acetonitrile
109671	75058	313.2	11.29	1-Pentene	Acetonitrile
109693	75058	323.2	4.71	1-Chlorobutane	Acetonitrile
109693	75058	348.2	3.98	1-Chlorobutane	Acetonitrile
110543	75058	298.2	27.97	hexane	Acetonitrile
110543	75058	298.2	25.5	hexane	Acetonitrile
110543	75058	298.2	24	hexane	Acetonitrile
110543	75058	333.2	15.8	hexane	Acetonitrile
110543	75058	373.2	10.8	hexane	Acetonitrile
110861	75058	315.8	1.92	Pyridine	Acetonitrile
110861	75058	334.6	1.81	Pyridine	Acetonitrile
110861	75058	352.6	1.75	Pyridine	Acetonitrile
111659	75058	298.2	56.51	octane	Acetonitrile
111659	75058	298.2	55.54	octane	Acetonitrile
111659	75058	298.2	46.9	octane	Acetonitrile
111842	75058	298.2	78.75	nonane	Acetonitrile
123911	75058	298.2	1.37	dioxane	Acetonitrile
123911	75058	313.2	1.45	dioxane	Acetonitrile
141786	75058	293.2	1.58	Ethyl Acetate	Acetonitrile
141786	75058	313.2	1.53	Ethyl Acetate	Acetonitrile
141786	75058	353.2	1.51	Ethyl Acetate	Acetonitrile
141786	75058	393.2	1.48	Ethyl Acetate	Acetonitrile
142825	75058	298.2	39.55	heptane	Acetonitrile
142825	75058	298.2	31.6	heptane	Acetonitrile
540841	75058	293.2	82.43	2,2,4-Trimethylpentane	Acetonitrile
540841	75058	298.2	32.4	2,2,4-Trimethylpentane	Acetonitrile
540841	75058	313.2	52.75	2,2,4-Trimethylpentane	Acetonitrile
565753	75058	298.2	40.27	2,3,4-Trimethylpentane	Acetonitrile
592132	75058	298.2	46.9	2,5-Dimethylhexane	Acetonitrile
592416	75058	298.2	12.7	1-Hexene	Acetonitrile
1678917	75058	298.2	41.88	Ethylcyclohexane	Acetonitrile
56235	75092	308.2	1.66	Carbon Tetrachloride	Dichloromethane
64175	75092	298.2	9.21	Ethanol	Dichloromethane
67561	75092	298.2	15.88	Methanol	Dichloromethane
67561	75092	348.2	6.97	Methanol	Dichloromethane
67561	75092	398.2	3.9	Methanol	Dichloromethane
67641	75092	398.2	0.77	Acetone	Dichloromethane
67641	75092	348.2	0.72	Acetone	Dichloromethane
67641	75092	303.2	0.48	Acetone	Dichloromethane
67641	75092	298.2	0.69	Acetone	Dichloromethane
67663	75092	308.2	1.05	Chloroform	Dichloromethane
71432	75092	348	0.94	Benzene	Dichloromethane
71432	75092	298.2	0.92	Benzene	Dichloromethane
71556	75092	308.2	1.18	1,1,1-Trichloroethane	Dichloromethane
75058	75092	298.2	1.14	Acetonitrile	Dichloromethane
75058	75092	348.2	1.27	Acetonitrile	Dichloromethane
75058	75092	398.1	1.36	Acetonitrile	Dichloromethane
75343	75092	308.2	1.02	1,1-Dichloroethane	Dichloromethane
75525	75092	298.1	2.16	Nitromethane	Dichloromethane
75525	75092	298.2	1.9	Nitromethane	Dichloromethane
75525	75092	348	1.78	Nitromethane	Dichloromethane
75525	75092	398.1	1.73	Nitromethane	Dichloromethane
79016	75092	308.2	1.46	Trichloroethylene	Dichloromethane
107062	75092	308.2	0.99	1,2-Dichloroethane	Dichloromethane
107835	75092	298.2	3.51	2-Methylpentane	Dichloromethane
108087	75092	298.2	3.6	2,4-Dimethylpentane	Dichloromethane
108883	75092	298.2	0.86	Toluene	Dichloromethane
108883	75092	298.2	0.96	Toluene	Dichloromethane
108883	75092	347.9	0.91	Toluene	Dichloromethane
108907	75092	398.1	1.07	Chlorobenzene	Dichloromethane
108907	75092	348	1.11	Chlorobenzene	Dichloromethane
108907	75092	298	1.11	Chlorobenzene	Dichloromethane
109660	75092	298.2	3.22	pentane	Dichloromethane
109660	75092	298.2	3.41	pentane	Dichloromethane
109660	75092	348.2	2.5	pentane	Dichloromethane
109660	75092	398.2	1.91	pentane	Dichloromethane
109999	75092	303.2	0.42	Tetrahydrofuran	Dichloromethane
110543	75092	298.2	3.14	hexane	Dichloromethane
110543	75092	298.2	3.42	hexane	Dichloromethane
110861	75092	303.2	0.58	Pyridine	Dichloromethane
111659	75092	298.2	3.95	octane	Dichloromethane
111659	75092	298.2	4.14	octane	Dichloromethane
111842	75092	298.2	4.16	nonane	Dichloromethane
123911	75092	303.2	0.41	dioxane	Dichloromethane
123911	75092	298.2	0.42	dioxane	Dichloromethane
141786	75092	398.2	0.67	Ethyl Acetate	Dichloromethane
141786	75092	348.2	0.7	Ethyl Acetate	Dichloromethane
141786	75092	298.2	0.73	Ethyl Acetate	Dichloromethane
142825	75092	298.2	3.44	heptane	Dichloromethane
565753	75092	298.2	3.59	2,3,4-Trimethylpentane	Dichloromethane
592132	75092	298.2	3.78	2,5-Dimethylhexane	Dichloromethane
1678917	75092	298.2	3.39	Ethylcyclohexane	Dichloromethane
64175	75116	298.2	32.45	Ethanol	Diiodomethane
75525	75116	298.2	11.22	Nitromethane	Diiodomethane
78933	75116	298.2	3.9	2-Butanone	Diiodomethane
108883	75116	298.2	3.86	Toluene	Diiodomethane
111659	75116	298.2	56.91	octane	Diiodomethane
123911	75116	298.2	1.57	Dioxane	Diiodomethane
64175	75150	298.2	78.66	Ethanol	Carbon Disulfide
64175	75150	298.3	78.3	Ethanol	Carbon Disulfide
64175	75150	308.4	67.5	Ethanol	Carbon Disulfide
64175	75150	318.7	55.4	Ethanol	Carbon Disulfide
67641	75150	298.3	8.34	Acetone	Carbon Disulfide
67641	75150	308.4	7.52	Acetone	Carbon Disulfide
67641	75150	318.7	7.19	Acetone	Carbon Disulfide
75525	75150	298.2	38.09	Nitromethane	Carbon Disulfide
75525	75150	298.3	41.3	Nitromethane	Carbon Disulfide
75525	75150	308.4	34.5	Nitromethane	Carbon Disulfide
75525	75150	318.7	30.6	Nitromethane	Carbon Disulfide
107835	75150	298.2	2.39	2-Methylpentane	Carbon Disulfide
108087	75150	298.2	2.73	2,4-Dimethylpentane	Carbon Disulfide
108883	75150	298.2	1.47	Toluene	Carbon Disulfide
108883	75150	298.3	1.96	Toluene	Carbon Disulfide
108883	75150	308.4	1.86	Toluene	Carbon Disulfide
108883	75150	318.7	1.73	Toluene	Carbon Disulfide
109660	75150	298.2	2.46	pentane	Carbon Disulfide
110543	75150	298.2	2.38	hexane	Carbon Disulfide
111659	75150	298.2	2.04	octane	Carbon Disulfide
111659	75150	298.2	2.16	octane	Carbon Disulfide
111842	75150	298.2	1.98	nonane	Carbon Disulfide
123911	75150	298.2	3.64	dioxane	Carbon Disulfide
123911	75150	298.3	3.77	dioxane	Carbon Disulfide
123911	75150	308.4	3.56	dioxane	Carbon Disulfide
123911	75150	318.7	3.34	dioxane	Carbon Disulfide
142825	75150	298.2	2.24	heptane	Carbon Disulfide
565753	75150	298.2	2.46	2,3,4-Trimethylpentane	Carbon Disulfide
592132	75150	298.2	2.51	2,5-Dimethylhexane	Carbon Disulfide
1678917	75150	298.2	1.73	Ethylcyclohexane	Carbon Disulfide
64175	75343	298.2	9.13	Ethanol	1,1-Dichloroethane
75525	75343	298.2	1.72	Nitromethane	1,1-Dichloroethane
108883	75343	298.2	0.97	Toluene	1,1-Dichloroethane
111659	75343	298.2	6.03	octane	1,1-Dichloroethane
56235	75525	293.2	8.81	Carbon Tetrachloride	Nitromethane
64175	75525	298.2	9.37	Ethanol	Nitromethane
64175	75525	298.2	8.24	Ethanol	Nitromethane
64175	75525	348.2	4.35	Ethanol	Nitromethane
64175	75525	398.2	2.61	Ethanol	Nitromethane
67561	75525	298.2	7.24	Methanol	Nitromethane
67561	75525	348.2	4.01	Methanol	Nitromethane
67561	75525	388.2	2.83	Methanol	Nitromethane
67641	75525	348.2	1.06	Acetone	Nitromethane
67641	75525	298.2	1.1	Acetone	Nitromethane
67663	75525	293.2	2.2	Chloroform	Nitromethane
71432	75525	293.2	3.86	Benzene	Nitromethane
71432	75525	298.2	3.2	Benzene	Nitromethane
71432	75525	333.2	2.9	Benzene	Nitromethane
71432	75525	358.9	3.06	Benzene	Nitromethane
71432	75525	371.5	2.65	Benzene	Nitromethane
71432	75525	373.2	2.6	Benzene	Nitromethane
74964	75525	293.2	3.56	Bromoethane	Nitromethane
75036	75525	293.2	6.16	iodoethane	Nitromethane
75058	75525	348.2	1.01	Acetonitrile	Nitromethane
75058	75525	398.2	1.04	Acetonitrile	Nitromethane
75058	75525	298.2	1.07	Acetonitrile	Nitromethane
75092	75525	293.2	1.68	Dichloromethane	Nitromethane
75092	75525	298.1	1.66	Dichloromethane	Nitromethane
75092	75525	348	1.61	Dichloromethane	Nitromethane
75092	75525	398.1	1.55	Dichloromethane	Nitromethane
75150	75525	293.2	15.1	Carbon Disulfide	Nitromethane
107835	75525	298.2	43.66	2-Methylpentane	Nitromethane
108087	75525	298.2	61.59	2,4-Dimethylpentane	Nitromethane
108872	75525	343.2	28	Methylcyclohexane	Nitromethane
108872	75525	353.2	24.9	Methylcyclohexane	Nitromethane
108883	75525	298.2	5.1	Toluene	Nitromethane
108883	75525	343.2	4.3	Toluene	Nitromethane
108883	75525	353.2	4.13	Toluene	Nitromethane
109660	75525	298.2	31.47	pentane	Nitromethane
110543	75525	293.2	58	hexane	Nitromethane
110543	75525	298.2	50.32	hexane	Nitromethane
110543	75525	298.2	48	hexane	Nitromethane
110543	75525	333.2	22	hexane	Nitromethane
110543	75525	373.2	12	hexane	Nitromethane
111659	75525	298.2	125.57	octane	Nitromethane
111659	75525	298.2	111.2	octane	Nitromethane
111842	75525	298.2	190.86	nonane	Nitromethane
141786	75525	298.2	1.65	Ethyl Acetate	Nitromethane
141786	75525	348.2	1.53	Ethyl Acetate	Nitromethane
141786	75525	398.2	1.46	Ethyl Acetate	Nitromethane
142825	75525	298.2	80.04	heptane	Nitromethane
565753	75525	298.2	79.17	2,3,4-Trimethylpentane	Nitromethane
592132	75525	298.2	96.23	2,5-Dimethylhexane	Nitromethane
1678917	75525	298.2	78.93	Ethylcyclohexane	Nitromethane
64175	75650	313.2	0.79	Ethanol	t-butanol
67561	75650	313.2	0.6	Methanol	t-butanol
71238	75650	313.2	0.8	n-propanol	t-butanol
71363	75650	313.2	0.8	1-Butanol	t-butanol
71432	75650	313.2	3.16	Benzene	t-butanol
75058	75650	333.2	2.89	Acetonitrile	t-butanol
75525	75650	298.2	8.81	Nitromethane	t-butanol
106423	75650	313.2	3.71	P-Xylene	t-butanol
108485	75650	313.2	1.34	2,6-Dimethylpyridine	t-butanol
108883	75650	298.2	4.04	Toluene	t-butanol
108883	75650	313.2	3.46	Toluene	t-butanol
109740	75650	298.2	3.69	butanenitrile	t-butanol
109740	75650	303.2	3.33	butanenitrile	t-butanol
109740	75650	308.2	3.05	butanenitrile	t-butanol
109740	75650	313.2	2.88	butanenitrile	t-butanol
109740	75650	318.2	2.78	butanenitrile	t-butanol
109740	75650	323.2	2.62	butanenitrile	t-butanol
110543	75650	303.3	3.81	hexane	t-butanol
110543	75650	313.1	3.55	hexane	t-butanol
110543	75650	313.2	3.64	hexane	t-butanol
110543	75650	322.8	3.31	hexane	t-butanol
110861	75650	313.2	0.87	Pyridine	t-butanol
111659	75650	298.2	5.73	octane	t-butanol
111659	75650	313.2	4.07	octane	t-butanol
123911	75650	298.2	1.64	dioxane	t-butanol
142825	75650	313.2	4.01	heptane	t-butanol
64175	78831	313.2	1.04	Ethanol	i-butanol
67561	78831	313.2	1.07	Methanol	i-butanol
67630	78831	313.2	0.97	i-propanol	i-butanol
71238	78831	313.2	1.01	n-propanol	i-butanol
71363	78831	313.2	1.04	1-Butanol	i-butanol
75058	78831	333.2	3.63	Acetonitrile	i-butanol
106423	78831	313.2	4.72	P-Xylene	i-butanol
108485	78831	313.2	0.66	2,6-Dimethylpyridine	i-butanol
108883	78831	313.2	4.07	Toluene	i-butanol
109740	78831	278.2	6.13	butanenitrile	i-butanol
109740	78831	288.2	5.04	butanenitrile	i-butanol
109740	78831	293.2	4.96	butanenitrile	i-butanol
109740	78831	298.2	4.43	butanenitrile	i-butanol
109740	78831	303.2	4.12	butanenitrile	i-butanol
109740	78831	308.2	3.83	butanenitrile	i-butanol
109740	78831	313.2	3.51	butanenitrile	i-butanol
109740	78831	323.2	3.09	butanenitrile	i-butanol
110861	78831	313.2	0.77	Pyridine	i-butanol
75058	78922	333.2	3.26	Acetonitrile	2-Butanol
108485	78922	313.2	0.86	2,6-Dimethylpyridine	2-Butanol
109740	78922	278.2	7.69	butanenitrile	2-Butanol
109740	78922	288.2	5.83	butanenitrile	2-Butanol
109740	78922	293.2	4.75	butanenitrile	2-Butanol
109740	78922	298.2	4.59	butanenitrile	2-Butanol
109740	78922	303.2	3.9	butanenitrile	2-Butanol
109740	78922	308.2	3.71	butanenitrile	2-Butanol
109740	78922	313.2	3.3	butanenitrile	2-Butanol
109740	78922	323.2	2.9	butanenitrile	2-Butanol
110861	78922	313.2	0.83	Pyridine	2-Butanol
56235	79016	328.2	0.99	Carbon Tetrachloride	Trichloroethylene
67663	79016	328.2	1.08	Chloroform	Trichloroethylene
71556	79016	328.2	1.02	1,1,1-Trichloroethane	Trichloroethylene
75343	79016	328.2	1.26	1,1-Dichloroethane	Trichloroethylene
107062	79016	328.2	1.42	1,2-Dichloroethane	Trichloroethylene
56235	79163	304.2	2.99	Carbon Tetrachloride	N-Methylacetamide
56235	79163	318.4	3.15	Carbon Tetrachloride	N-Methylacetamide
56235	79163	331.9	3.29	Carbon Tetrachloride	N-Methylacetamide
60297	79163	303.2	4.19	Diethyl Ether	N-Methylacetamide
60297	79163	318.4	4.12	Diethyl Ether	N-Methylacetamide
60297	79163	333.2	4.06	Diethyl Ether	N-Methylacetamide
62533	79163	413.5	1.02	Aniline	N-Methylacetamide
64175	79163	303.4	0.9	Ethanol	N-Methylacetamide
64175	79163	313.2	0.87	Ethanol	N-Methylacetamide
64175	79163	318.4	0.87	Ethanol	N-Methylacetamide
64175	79163	332.8	0.85	Ethanol	N-Methylacetamide
67561	79163	398.6	0.7	Methanol	N-Methylacetamide
67561	79163	303.2	0.7	Methanol	N-Methylacetamide
67561	79163	318.4	0.71	Methanol	N-Methylacetamide
67561	79163	332.8	0.72	Methanol	N-Methylacetamide
67630	79163	303.2	0.99	i-propanol	N-Methylacetamide
67630	79163	318.4	0.96	i-propanol	N-Methylacetamide
67630	79163	333.3	0.93	i-propanol	N-Methylacetamide
67641	79163	303.4	2.1	Acetone	N-Methylacetamide
67641	79163	318.4	2.02	Acetone	N-Methylacetamide
67641	79163	333.2	1.92	Acetone	N-Methylacetamide
67663	79163	303.1	0.56	Chloroform	N-Methylacetamide
67663	79163	318.4	0.73	Chloroform	N-Methylacetamide
67663	79163	333.1	0.75	Chloroform	N-Methylacetamide
71363	79163	303.1	1.27	1-Butanol	N-Methylacetamide
71363	79163	318.4	1.1	1-Butanol	N-Methylacetamide
71363	79163	333.2	0.97	1-Butanol	N-Methylacetamide
71432	79163	303.3	3.52	Benzene	N-Methylacetamide
71432	79163	318.4	3.34	Benzene	N-Methylacetamide
71432	79163	333.3	2.98	Benzene	N-Methylacetamide
75058	79163	303.1	2.14	Acetonitrile	N-Methylacetamide
75058	79163	318.4	2.02	Acetonitrile	N-Methylacetamide
75058	79163	333.2	1.93	Acetonitrile	N-Methylacetamide
75070	79163	303.1	2.11	Acetaldehyde	N-Methylacetamide
75070	79163	318.4	2.03	Acetaldehyde	N-Methylacetamide
75070	79163	333.2	1.92	Acetaldehyde	N-Methylacetamide
75092	79163	303.3	1.02	Dichloromethane	N-Methylacetamide
75092	79163	318.4	1.04	Dichloromethane	N-Methylacetamide
75092	79163	333.2	1.05	Dichloromethane	N-Methylacetamide
78831	79163	318.4	1.01	i-butanol	N-Methylacetamide
78831	79163	318.4	1.01	i-butanol	N-Methylacetamide
78831	79163	333.2	0.97	i-butanol	N-Methylacetamide
78831	79163	333.2	0.97	i-butanol	N-Methylacetamide
79016	79163	303.4	2.18	Trichloroethylene	N-Methylacetamide
79016	79163	318.4	2.3	Trichloroethylene	N-Methylacetamide
79016	79163	333.2	2.43	Trichloroethylene	N-Methylacetamide
79209	79163	318.4	2.46	Methyl Acetate	N-Methylacetamide
79209	79163	331.9	2.44	Methyl Acetate	N-Methylacetamide
100414	79163	303.1	5.08	Ethylbenzene	N-Methylacetamide
100414	79163	318.4	4.93	Ethylbenzene	N-Methylacetamide
100414	79163	331.9	4.82	Ethylbenzene	N-Methylacetamide
107062	79163	303.4	1.6	1,2-Dichloroethane	N-Methylacetamide
107062	79163	318.4	1.62	1,2-Dichloroethane	N-Methylacetamide
107062	79163	333.2	1.64	1,2-Dichloroethane	N-Methylacetamide
107313	79163	318.4	2.13	Methyl Formate	N-Methylacetamide
107313	79163	331.9	2.19	Methyl Formate	N-Methylacetamide
108203	79163	303.1	6.67	Diisopropyl Ether	N-Methylacetamide
108203	79163	318.4	6.48	Diisopropyl Ether	N-Methylacetamide
108203	79163	333.2	6.34	Diisopropyl Ether	N-Methylacetamide
108872	79163	303.1	12.01	Methylcyclohexane	N-Methylacetamide
108872	79163	318.4	11.07	Methylcyclohexane	N-Methylacetamide
108872	79163	333.2	10.64	Methylcyclohexane	N-Methylacetamide
108883	79163	303.2	3.81	Toluene	N-Methylacetamide
108883	79163	318.4	3.71	Toluene	N-Methylacetamide
108883	79163	333.2	3.62	Toluene	N-Methylacetamide
108907	79163	332.8	3.06	Chlorobenzene	N-Methylacetamide
108952	79163	413.5	0.1	Phenol	N-Methylacetamide
109604	79163	304.2	3.29	Propyl Acetate	N-Methylacetamide
109604	79163	318.4	3.18	Propyl Acetate	N-Methylacetamide
109604	79163	333.2	3.05	Propyl Acetate	N-Methylacetamide
109660	79163	303.4	11.96	pentane	N-Methylacetamide
109660	79163	318.4	11.37	pentane	N-Methylacetamide
109660	79163	333.2	10.85	pentane	N-Methylacetamide
109999	79163	303.1	2.13	Tetrahydrofuran	N-Methylacetamide
109999	79163	318.4	2.09	Tetrahydrofuran	N-Methylacetamide
109999	79163	333.1	2.06	Tetrahydrofuran	N-Methylacetamide
110543	79163	303	15.24	hexane	N-Methylacetamide
110543	79163	318.4	13.89	hexane	N-Methylacetamide
110543	79163	333.8	12.73	hexane	N-Methylacetamide
110861	79163	318.4	1.53	Pyridine	N-Methylacetamide
110861	79163	331.9	1.58	Pyridine	N-Methylacetamide
110861	79163	398.6	1.53	Pyridine	N-Methylacetamide
123864	79163	303	3.55	Butyl Acetate	N-Methylacetamide
123864	79163	318.4	3.55	Butyl Acetate	N-Methylacetamide
123864	79163	333.2	3.46	Butyl Acetate	N-Methylacetamide
123911	79163	303	2.49	dioxane	N-Methylacetamide
123911	79163	318.4	2.42	dioxane	N-Methylacetamide
123911	79163	333.3	2.3	dioxane	N-Methylacetamide
141786	79163	304.2	2.79	Ethyl Acetate	N-Methylacetamide
141786	79163	318.4	2.76	Ethyl Acetate	N-Methylacetamide
141786	79163	331.9	2.72	Ethyl Acetate	N-Methylacetamide
142825	79163	303.1	18.51	heptane	N-Methylacetamide
142825	79163	318.4	17.05	heptane	N-Methylacetamide
142825	79163	333.2	16.03	heptane	N-Methylacetamide
1634044	79163	303.3	4.78	methyl t-butyl ether	N-Methylacetamide
1634044	79163	318.4	4.44	methyl t-butyl ether	N-Methylacetamide
1634044	79163	333.2	4.18	methyl t-butyl ether	N-Methylacetamide
67663	79209	322.7	0.56	Chloroform	Methyl Acetate
67663	79209	312.9	0.52	Chloroform	Methyl Acetate
107835	79209	298.2	5.53	2-Methylpentane	Methyl Acetate
108087	79209	298.2	6.31	2,4-Dimethylpentane	Methyl Acetate
109660	79209	298.2	4.61	pentane	Methyl Acetate
110543	79209	298.2	5.86	hexane	Methyl Acetate
111659	79209	298.2	8.53	octane	Methyl Acetate
111842	79209	298.2	10.34	nonane	Methyl Acetate
142825	79209	298.2	7.13	heptane	Methyl Acetate
565753	79209	298.2	6.89	2,3,4-Trimethylpentane	Methyl Acetate
592132	79209	298.2	7.5	2,5-Dimethylhexane	Methyl Acetate
1678917	79209	298.2	7.43	Ethylcyclohexane	Methyl Acetate
56235	79243	293.2	3.93	Carbon Tetrachloride	Nitroethane
64175	79243	293.2	6.73	Ethanol	Nitroethane
67561	79243	293.2	6.07	Methanol	Nitroethane
67663	79243	293.2	1	Chloroform	Nitroethane
71432	79243	293.2	1.82	Benzene	Nitroethane
74964	79243	293.2	1.7	Bromoethane	Nitroethane
75036	79243	293.2	2.79	iodoethane	Nitroethane
75092	79243	293.2	0.92	Dichloromethane	Nitroethane
75150	79243	293.2	5.03	Carbon Disulfide	Nitroethane
109660	79243	293.2	9.62	pentane	Nitroethane
109671	79243	293.2	5.2	1-Pentene	Nitroethane
110543	79243	293.2	11.4	hexane	Nitroethane
142825	79243	293.2	19.85	heptane	Nitroethane
56235	79469	293.2	2.4	Carbon Tetrachloride	2-Nitropropane
64175	79469	293.2	8.42	Ethanol	2-Nitropropane
67561	79469	293.2	8.35	Methanol	2-Nitropropane
67561	79469	293.2	8.35	Methanol	2-Nitropropane
67663	79469	293.2	0.88	Chloroform	2-Nitropropane
74964	79469	293.2	1.53	Bromoethane	2-Nitropropane
75036	79469	293.2	2.22	iodoethane	2-Nitropropane
75092	79469	293.2	0.91	Dichloromethane	2-Nitropropane
75150	79469	293.2	4.03	Carbon Disulfide	2-Nitropropane
108872	79469	293.2	6.8	Methylcyclohexane	2-Nitropropane
109660	79469	293.2	6.5	pentane	2-Nitropropane
109671	79469	293.2	3.67	1-Pentene	2-Nitropropane
110543	79469	293.2	7.5	hexane	2-Nitropropane
142825	79469	293.2	8.81	heptane	2-Nitropropane
71363	80568	353.2	7.28	1-Butanol	a-pinene
71363	80568	373.2	6.29	1-Butanol	a-pinene
71432	80568	353.2	1.18	Benzene	a-pinene
71432	80568	373.2	1.17	Benzene	a-pinene
100414	80568	353.2	1.24	Ethylbenzene	a-pinene
100414	80568	373.2	1.24	Ethylbenzene	a-pinene
108883	80568	353.2	1.35	Toluene	a-pinene
108883	80568	373.2	1.38	Toluene	a-pinene
111660	80568	353.2	1.15	1-Octene	a-pinene
111660	80568	373.2	1.1	1-Octene	a-pinene
142825	80568	353.2	1.16	heptane	a-pinene
142825	80568	373.2	1.19	heptane	a-pinene
60297	84662	303.2	1.47	Diethyl Ether	Diethyl Phthalate
60297	84662	313.2	1.46	Diethyl Ether	Diethyl Phthalate
60297	84662	323.2	1.46	Diethyl Ether	Diethyl Phthalate
60297	84662	333.2	1.46	Diethyl Ether	Diethyl Phthalate
64175	84662	303.2	2.8	Ethanol	Diethyl Phthalate
64175	84662	313.2	2.58	Ethanol	Diethyl Phthalate
64175	84662	323.2	2.4	Ethanol	Diethyl Phthalate
64175	84662	333.2	2.21	Ethanol	Diethyl Phthalate
67561	84662	303.2	2.54	Methanol	Diethyl Phthalate
67561	84662	313.2	2.35	Methanol	Diethyl Phthalate
67561	84662	323.2	2.21	Methanol	Diethyl Phthalate
67561	84662	333.2	2.06	Methanol	Diethyl Phthalate
67630	84662	303.2	2.83	i-propanol	Diethyl Phthalate
67630	84662	313.2	2.57	i-propanol	Diethyl Phthalate
67630	84662	323.2	2.38	i-propanol	Diethyl Phthalate
67630	84662	333.2	2.17	i-propanol	Diethyl Phthalate
67641	84662	303.2	0.94	Acetone	Diethyl Phthalate
67641	84662	313.2	0.94	Acetone	Diethyl Phthalate
67641	84662	323.2	0.94	Acetone	Diethyl Phthalate
67641	84662	333.2	0.94	Acetone	Diethyl Phthalate
67663	84662	333.2	0.49	Chloroform	Diethyl Phthalate
67663	84662	323.2	0.47	Chloroform	Diethyl Phthalate
67663	84662	313.2	0.45	Chloroform	Diethyl Phthalate
67663	84662	303.2	0.42	Chloroform	Diethyl Phthalate
71238	84662	303.2	2.82	n-propanol	Diethyl Phthalate
71238	84662	313.2	2.54	n-propanol	Diethyl Phthalate
71238	84662	323.2	2.34	n-propanol	Diethyl Phthalate
71238	84662	333.2	2.14	n-propanol	Diethyl Phthalate
71432	84662	303.2	0.91	Benzene	Diethyl Phthalate
71432	84662	313.2	0.92	Benzene	Diethyl Phthalate
71432	84662	323.2	0.92	Benzene	Diethyl Phthalate
71432	84662	333.2	0.92	Benzene	Diethyl Phthalate
75070	84662	303.2	0.91	Acetaldehyde	Diethyl Phthalate
75070	84662	313.2	0.91	Acetaldehyde	Diethyl Phthalate
75070	84662	323.2	0.9	Acetaldehyde	Diethyl Phthalate
75070	84662	333.2	0.9	Acetaldehyde	Diethyl Phthalate
75092	84662	333.2	0.54	Dichloromethane	Diethyl Phthalate
75092	84662	323.2	0.53	Dichloromethane	Diethyl Phthalate
75092	84662	313.2	0.52	Dichloromethane	Diethyl Phthalate
75092	84662	303.2	0.51	Dichloromethane	Diethyl Phthalate
78831	84662	298.2	2.36	i-butanol	Diethyl Phthalate
78831	84662	348.2	1.68	i-butanol	Diethyl Phthalate
107879	84662	303.2	0.99	2-Pentanone	Diethyl Phthalate
107879	84662	313.2	0.99	2-Pentanone	Diethyl Phthalate
107879	84662	323.2	1	2-Pentanone	Diethyl Phthalate
107879	84662	333.2	1.01	2-Pentanone	Diethyl Phthalate
108203	84662	303.2	2.28	Diisopropyl Ether	Diethyl Phthalate
108203	84662	313.2	2.26	Diisopropyl Ether	Diethyl Phthalate
108203	84662	323.2	2.25	Diisopropyl Ether	Diethyl Phthalate
108203	84662	333.2	2.21	Diisopropyl Ether	Diethyl Phthalate
108883	84662	303.2	1.09	Toluene	Diethyl Phthalate
108883	84662	313.2	1.08	Toluene	Diethyl Phthalate
108883	84662	323.2	1.09	Toluene	Diethyl Phthalate
108883	84662	333.2	1.09	Toluene	Diethyl Phthalate
109660	84662	303.2	4.05	pentane	Diethyl Phthalate
109660	84662	313.2	3.81	pentane	Diethyl Phthalate
109660	84662	323.2	3.67	pentane	Diethyl Phthalate
109660	84662	333.2	3.5	pentane	Diethyl Phthalate
109671	84662	303.2	2.6	1-Pentene	Diethyl Phthalate
109671	84662	313.2	2.51	1-Pentene	Diethyl Phthalate
109671	84662	323.2	2.46	1-Pentene	Diethyl Phthalate
109671	84662	333.2	2.39	1-Pentene	Diethyl Phthalate
109999	84662	303.2	0.78	Tetrahydrofuran	Diethyl Phthalate
109999	84662	313.2	0.79	Tetrahydrofuran	Diethyl Phthalate
109999	84662	323.2	0.8	Tetrahydrofuran	Diethyl Phthalate
109999	84662	333.2	0.81	Tetrahydrofuran	Diethyl Phthalate
